LabelName,DisplayName,Top1Name,Top1Cosine,Top2Name,Top2Cosine,Top3Name,Top3Cosine,Top4Name,Top4Cosine,Top5Name,Top5Cosine
/m/027rl48,Ladle,Ladder,0.6783024668693542,Paddle,0.6248573064804077,Lizard,0.5590677857398987,Maple,0.5409994721412659,Lantern,0.5144743323326111
/m/0283dt1,Human mouth,Human nose,0.8081644773483276,Human ear,0.7874248027801514,Human eye,0.7870151400566101,Human face,0.7796489596366882,Human hand,0.7721959948539734
/m/029b3,Dice,Tick,0.5958365797996521,Necklace,0.5938012003898621,Cake,0.5683468580245972,Juice,0.5619990825653076,Chime,0.5559453368186951
/m/029bxz,Oven,Microwave oven,0.7264290452003479,Frying pan,0.6770138740539551,Heater,0.6629840731620789,Bathtub,0.6575971841812134,Washing machine,0.6523130536079407
/m/029tx,Dinosaur,Submarine,0.6778721809387207,Skyscraper,0.6708173155784607,Raccoon,0.6410985589027405,Rhinoceros,0.6340417861938477,Snake,0.6081505417823792
/m/02bm9n,Ratchet (Device),Wrench,0.6037186980247498,Headphones,0.5859532952308655,Remote control,0.5816255807876587,Tablet computer,0.570702314376831,Microphone,0.5671641826629639
/m/02ctlc,Cricket ball,Rugby ball,0.7882884740829468,Golf ball,0.7694217562675476,Tennis ball,0.7555986046791077,Baseball bat,0.692687451839447,Football,0.626019299030304
/m/02cvgx,Winter melon,Watermelon,0.5550662875175476,Ice cream,0.5520098209381104,Christmas tree,0.5317717790603638,Mango,0.5145362019538879,Lemon (plant),0.5098646283149719
/m/02d1br,Spatula,Stool,0.6733148694038391,Shotgun,0.6661702394485474,Bathtub,0.6616081595420837,Spoon,0.6586855053901672,Scissors,0.6459276676177979
/m/02d9qx,Whiteboard,Cupboard,0.7829262614250183,Scoreboard,0.7032901048660278,Snowboard,0.691659688949585,Surfboard,0.6485733985900879,Cutting board,0.6478022336959839
/m/02ddwp,Pencil sharpener,Pencil case,0.6902112364768982,Paper cutter,0.6252792477607727,Kitchen knife,0.6195676922798157,Printer,0.6188253164291382,Toothbrush,0.609183132648468
/m/02f9f_,Shower,Swimming pool,0.6558938026428223,Fountain,0.6426908373832703,Bathtub,0.6390392184257507,Window,0.6271131038665771,Mixer,0.6268988847732544
/m/02fh7f,Eraser,Scissors,0.6692306399345398,Blender,0.6492627263069153,Drawer,0.6437418460845947,Grinder,0.6307680010795593,Toothbrush,0.6270541548728943
/m/02fq_6,Fedora,Screwdriver,0.5591683387756348,Apple,0.5487567782402039,Blender,0.539242684841156,Window,0.5259279608726501,Refrigerator,0.5201093554496765
/m/02g30s,Guacamole,Cucumber,0.6014800071716309,Watermelon,0.5727603435516357,Shrimp,0.5724417567253113,Waffle,0.5682565569877625,Pineapple,0.5611093044281006
/m/02gzp,Dagger,Handgun,0.667231559753418,Shotgun,0.6311997175216675,Sword,0.6193491816520691,Knife,0.6082232594490051,Scissors,0.6068583130836487
/m/02h19r,Scarf,Shirt,0.6662200093269348,Shark,0.6639060974121094,Shelf,0.6477015018463135,Jacket,0.641569972038269,Sock,0.6400281190872192
/m/02hj4,Dolphin,Elephant,0.6335898637771606,Shrimp,0.6007367968559265,Jellyfish,0.595066487789154,Doll,0.5922441482543945,Dragonfly,0.5740624666213989
/m/02jfl0,Sombrero,Umbrella,0.6951192021369934,Sunglasses,0.6225698590278625,Swimwear,0.6046077013015747,Burrito,0.5977206230163574,Sun hat,0.5891761183738708
/m/02jnhm,Tin can,Plastic bag,0.6184809803962708,Mixing bowl,0.6086465120315552,Coffee cup,0.5976479053497314,Wine glass,0.5937392115592957,Picnic basket,0.5918759107589722
/m/02jvh9,Mug,Mule,0.6293840408325195,Monkey,0.6259419918060303,Handbag,0.6007813811302185,Jug,0.6004542112350464,Plastic bag,0.5771869421005249
/m/02jz0l,Tap,Tick,0.6539865732192993,Tie,0.6429343819618225,Tea,0.6332204937934875,Tire,0.6113119125366211,Countertop,0.604285478591919
/m/02l8p9,Harbor seal,Sea lion,0.6036644577980042,Sea turtle,0.5680081844329834,Harp,0.5659732818603516,Polar bear,0.5516480803489685,Swim cap,0.5140504240989685
/m/02lbcq,Stretcher,Drawer,0.6486131548881531,Heater,0.6401086449623108,Stapler,0.6326170563697815,Mixer,0.6308761239051819,Wrench,0.6217007040977478
/m/02mqfb,Can opener,Bottle opener,0.6559803485870361,Tin can,0.5384756326675415,Grinder,0.5061632394790649,Mixer,0.4995903968811035,Stretcher,0.4950631856918335
/m/02p3w7d,Roller skates,Rays and skates,0.7223125696182251,Skateboard,0.6833227872848511,Indoor rower,0.6136451959609985,High heels,0.6068621277809143,Flying disc,0.5939520001411438
/m/02p5f1q,Coffee cup,Coffee table,0.8484095335006714,Measuring cup,0.764664888381958,Coffee (drink),0.7624219655990601,Coffeemaker,0.735859751701355,Tea,0.7136752009391785
/m/02pdsw,Cutting board,Paper cutter,0.7997255325317383,Pizza cutter,0.7128597497940063,Cupboard,0.6935468316078186,Mixing bowl,0.6892061233520508,Kitchen knife,0.6865834593772888
/m/02pjr4,Blender,Grinder,0.7413555383682251,Mixer,0.6959434747695923,Printer,0.6590917706489563,Screwdriver,0.6542776226997375,Eraser,0.6492627263069153
/m/02pv19,Stop sign,Traffic light,0.6970345973968506,Light switch,0.6537978053092957,Alarm clock,0.6405297517776489,Street light,0.6331514120101929,Parking meter,0.6133956909179688
/m/02rgn06,Volleyball (Ball),Tennis ball,0.5816170573234558,Football,0.5408437252044678,Rugby ball,0.5352336168289185,Lavender (Plant),0.5204067826271057,Scoreboard,0.5133348703384399
/m/02s195,Vase,Cake,0.6467438340187073,Mule,0.6234254837036133,Bottle,0.6224006414413452,Envelope,0.6218520998954773,Van,0.6185824871063232
/m/02tsc9,Slow cooker,Pressure cooker,0.6988398432731628,Food processor,0.687210738658905,Wood-burning stove,0.63957679271698,Mixer,0.632615327835083,Kitchen knife,0.6282631754875183
/m/02vkqh8,Wardrobe,Dress,0.7471886277198792,Closet,0.7308173775672913,Suit,0.6795566082000732,Washing machine,0.6626729965209961,Swimwear,0.6614710092544556
/m/02vqfm,Coffee (drink),Coffee cup,0.7624219655990601,Coffee table,0.683832585811615,Tea,0.63275146484375,Coffeemaker,0.6324852705001831,Orange (fruit),0.6117308139801025
