FileName,Status,Caption,Error
open_images_train_d44239c639be7769_67.ogg,ok,"There is a boat with something written on it, also there is an image of tortoise behind the boat, there are trees and a few plants with the photo.",
open_images_train_7ff3556684d0d322_86.ogg,ok,"In this image, there's a sculpture of a tortoise on a surface that looks like a stone. In this image, there's text on the stone. In this image, there's grass towards the right of the image. In this image, there are tree trunks towards the top of the image. In this image, there are poles towards the top of the image. In this image, there's a wall towards the top of the image. In this image, there are windows towards the top of the image. In this image, there's a wall towards the right of the image. In this image, there's a tree towards the top of the image. In this image, there are objects towards the right of the image. The top of the image is blood.",
open_images_train_13740fe4b7f9307f_105.ogg,ok,In this image you can see three Florida red-belly turtles.,
open_images_train_900b0e9e4efebc44_88.ogg,ok,"As you can see in the image, there is a fish, a person, and a water.",
open_images_train_12384a1ca9bfd662_91.ogg,ok,the center of the image there is a tortoise on the tree trunk at the top of the image there are leaves,
open_images_train_e3c74e2224c58c12_78.ogg,ok,"In this image I can see the water which are green in color and the surface which is ash and black in color I can see a tortoise which is black, cream and red in color on the ground.",
open_images_train_cf20e19ce5e42e47_74.ogg,ok,"On the right there are plants, flowers and a stone. In the center of the picture there is a tortoise. On the left there are shrubs at the bottom. There are plants, flowers and soil. At the top there are plants.",
open_images_train_6a9b534bb848cbfe_27.ogg,ok,Here in this picture we can see a tortoise present. Here in this picture we can see a tortoise present.,
open_images_train_a7f04d04f559dda0_60.ogg,ok,"In this image, we can see the turtles on the surface.",
open_images_train_c7b1bb03cb165c75_2.ogg,ok,in the image there is a tortoise on the ground and around the tortoise there is grass,
open_images_train_16b1d8fcb55b1462_53.ogg,ok,image in the center we can see water in water we can see two tortoise in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can see water in the center we can,
open_images_train_67ab2c5b96308a8e_96.ogg,ok,There is a turtle in the water.,
open_images_train_c630369d843b799a_12.ogg,ok,this picture is slightly blurred where i can see a tauta is is coming in the water in the background i can see marine plants,
open_images_train_c4886178e078cb93_42.ogg,ok,In this image on the paper The paintings of tortoise,
open_images_train_8aaf454f80d2fc44_97.ogg,ok,"In this image I can see few tortoise, water and the rocks. Tortoise is in brown, black and cream colour.",
open_images_train_89d623a560571178_39.ogg,ok,in this picture we can observe a tortoise on the road the tortoise is in black and green color,
open_images_train_bd494968ffb67f4a_25.ogg,ok,In the image I can see a tortoise on a surface the background of the image is blurred.,
open_images_train_0c4e03d8a0fe0b99_32.ogg,ok,This is an image clicked inside the water Here I can see a tortoise and some fishes At the top of the image I can see a person's leg,
open_images_train_4cc33a982e67cccc_15.ogg,ok,"In this picture I can see the two turtles moving on the floor and there's a person holding it, there's mud in the back",
open_images_train_56902f57b0ff3efa_39.ogg,ok,In this picture I can observe the head of a turtle This turtle is in brown and white color the background is blurred,
open_images_train_44c89b2094b14a22_74.ogg,ok,"In the centre of the picture there is a tortoise in water, in this picture there is water in the water there are some objects",
open_images_train_4b8555c17560a737_91.ogg,ok,"In this image, we can see a tortoise on the surface. At the bottom of the image, there is water.",
open_images_train_ab99aa710d59ca21_16.ogg,ok,"This image we can see a lady sitting near a fountain, there is a fountain in the image, there is water in the image, there are many trees in the image, there is a tree in the image, there is a sculpture of a horse and a turtle in the image and a fish.",
open_images_train_8c35313c41255a74_36.ogg,ok,On this platform we can see a statue of tortoise,
open_images_train_ec0d65bec7c3da60_53.ogg,ok,image in the center we can see one toy in the background we can see sticks leaves and few other objects,
open_images_train_344165f130a18bda_33.ogg,ok,"In this picture, there is a tortoise.",
open_images_train_b87e2cda501b598e_33.ogg,ok,"In this picture there is a noise on the rock, at the back there is a rock, there are rocks and there are plants at the bottom there is water.",
open_images_train_144df30fd5bc6361_18.ogg,ok,"As image we can see there is a drawing of a turtle, there are labels.",
open_images_train_e73e6611e7ac24ee_40.ogg,ok,In this image we can see a total grass and foil.,
open_images_train_f232ce3baf9835ce_43.ogg,ok,"In this image we can see water on the left side, there are stones, on the right side there is a road, on the stone there is a store toys.",
open_images_train_043d96bccd3b1efd_75.ogg,ok,"In the middle of the image there is a bar, in the background there is an aquarium There are two tortoise And a few fishes in the aquarium, in the top of the image there are a few coral birds in the aquarium",
open_images_train_8a610716a880a500_17.ogg,ok,this image I can see a reptile which is in brown color on the mud.,
open_images_train_064f96598526bbfd_60.ogg,ok,In this image we can see a tortoise on the land. We can also see some grass.,
open_images_train_498219204a044279_27.ogg,ok,"Here we can see a group of people sitting on chairs, with food on the table present in front of them. And there are other people standing here and there, under the tent present. And in the back we can see trees and plants present.",
open_images_train_dd4f6c5885be2c54_62.ogg,ok,In this picture we can see a turtle and a grass.,
open_images_train_72abd05191a62e51_55.ogg,ok,"the right side of the image we can see a human hand holding it or toys. Background there is a road. On road we can see yellow color, lines, some text.",
open_images_train_67a837fafae35c5f_39.ogg,ok,"In this picture we can observe images of tortoise on the paper, we can observe two images, the tortoise is in green and black colour, we can observe some text on the paper.",
open_images_train_0913f6c1fd5d0f2e_42.ogg,ok,"In this image, there is a tortoise inside the water body. This is the head.",
open_images_train_7ebbe0ad07aa06c2_62.ogg,ok,"In the middle of the middle, you can see sculpture. In the background, you can see fence, freeze, abelling, and a pole.",
open_images_train_09b8883899715bc2_93.ogg,ok,In this image there is a top ties on the colorful cloth.,
open_images_train_097cd9e82ea4c204_78.ogg,ok,in this image i can see a tortoise which is a cream black and brown in color and i can see the black colored background,
open_images_train_52d380a542a71e27_3.ogg,ok,"There is a poster, there is an image of a turtle walking on this sand, there is water at the back, terraemia is written on the top, matter is written at the bottom, there is a white background.",
open_images_train_acb797cdd686815b_72.ogg,ok,In this image we can see a 7 number sticker on which group of turtles are designed.,
open_images_train_72a95d1f5218ba6f_33.ogg,ok,"picture, there is a tortoise and there are fishes and there are leaves in the water and there is a maran plant in the water.",
open_images_train_107a8d9300e32e59_9.ogg,ok,"In this picture, it looks like an animal, behind the animal there is a blood background.",
open_images_train_133e64272bc6914f_104.ogg,ok,"In this image we can see a paper on which two tortoise, on which there are diagrams of two tortoise and which one tortoise is straight and the other one is upside down and there is also text which is printed on it and there is also text which is printed on the paper.",
open_images_train_0fbac48bb5dac141_88.ogg,ok,"As we can see in the image, there is a brown color tortoise in water.",
open_images_train_0fbac48bb5dac141_24.ogg,ok,In this picture you can see a tortoise in the water.,
open_images_train_0fbac48bb5dac141_39.ogg,ok,There is a tortoise swimming in the water.,
open_images_train_0fbac48bb5dac141_26.ogg,ok,In this image I see a tortoise which is in the water,
open_images_train_0fbac48bb5dac141_49.ogg,ok,In the image we can see there is a water in which a tortoise is swimming.,
open_images_train_ec34568f627a8e12_97.ogg,ok,in this image i can see tortoise which is in brown white and black color it is inside the water i can see green grass background is in blue color,
open_images_train_274dd464135a8889_42.ogg,ok,In this image on the ground there are two tortoise The left there is a plant The back ground there are trees Boundary In the ground there are grasses,
open_images_train_08bf008a5f5c8087_4.ogg,ok,"As you can see, the Tata is on the ground, this image taken may be during the day near the sandy beach.",
open_images_train_1037bfa5039f771b_36.ogg,ok,Here we can see tortoises and grass background. There are drops and leaves.,
open_images_train_c67eb26488dc7f70_1.ogg,ok,"In this picture you can see a turtle at the bottom, there is water You can see a stone here",
open_images_train_2b5e22c88aaed7e0_86.ogg,ok,"This image, they are tortoise on the ground. This image, there is a wall truncated towards the left of the image. This image, there is a ground truncated towards the top of the image. This image, there is a ground truncated towards the right of the image. This image, there is a ground truncated towards the bottom of the image. This image, there is a tortoise truncated towards the top of the image.",
open_images_train_c29c82f4723b5fc1_6.ogg,ok,"it is a tortoise, the right side human is feeding it",
open_images_train_c9ad3dfc17ad8188_68.ogg,ok,This picture is clicked outside. In the foreground we can see a water body. And we can see the turtles on a bamboo. And we can see the grass and plants and some orchids.,
open_images_train_491c712b9efb1218_77.ogg,ok,"In this picture, we can see two people smiling, sitting on the wooden platform. In front of them, we can see stones, daughters on the ground. In the background, we can see trees.",
open_images_train_8349632172cbf500_75.ogg,ok,This image is an art done on the paper with different color pencils. At the bottom of the image there is a text. In this image there are a few images of turtles and tortoise.,
open_images_train_193eb25db5045968_33.ogg,ok,In this picture there are two toys standing on the rock and there are plants in the path there is a water,
open_images_train_116eea7cc282e924_61.ogg,ok,"As you can see, some water in the water is swimming.",
open_images_train_5e98e84c9fc5c86d_82.ogg,ok,"In this image, there is a tortoise on the ground. There is grass on the ground. Beside the tortoise, there is cabbage.",
open_images_train_d9d60b1746a425a6_33.ogg,ok,"In this picture there are artificial animals behind the railing and there are boats, there is text on the boats and there are pictures of feature of a cell phone and camera on the boat In the bottom it looks like a grass In the back it looks like a wall",
open_images_train_c7df4ec66ee2f5a7_36.ogg,ok,"In this image, there are tortoise and plants.",
open_images_train_b631bdd4008c09d8_35.ogg,ok,This picture contains the skeleton of a turtle. I think it is drawn on the paper in the background. It is cream in color.,
open_images_train_ff97077450fa240b_55.ogg,ok,"In this image, you can see turtle on the grass. Background, there is a blue view.",
open_images_train_92f8febd9fbb4042_51.ogg,ok,there is a black and white image in the same image there is a turtle on the black background,
open_images_train_a275f786daa19399_9.ogg,ok,In this picture we can see a tall on the tree trunk and the trunk is in the water and on the water they are leaves. In this picture we can see a tall on the tree trunk and the trunk is in the water and,
open_images_train_0ff6f3bfcd341085_20.ogg,ok,This picture might be taken from outside of the city and it is sunny. In this image in the middle we can see a tortoise which is on the land. On the left side we can also see some stones and plants. In the background we can also see a water.,
open_images_train_00ef878326d8b8bc_26.ogg,ok,"In this picture, I can see the depiction of two turtles and I see something is written on the bottom of this picture.",
open_images_train_b5c1f401f9704621_8.ogg,ok,"In this image we can see total, at the bottom there are stones and we can see peaks.",
open_images_train_ed290a72fa2cdc90_79.ogg,ok,In this image I can see the tortoise which is in black and brown color it is on the wooden sticks which are in brown and black color.,
open_images_train_0f0e56df7197eff9_1.ogg,ok,"Within this picture, you can see some fishes under a turtle, you can see underwater environment. On the right side, there are some stones.",
open_images_train_91a07246fd9792e4_41.ogg,ok,the center of the image if the toy is present at the bottom of the image some text is there.,
open_images_train_13ef94e69e7ef14e_85.ogg,ok,In this image you can see few turtles in the water. I can also see few children and one more person in the center of this image. In this image you can see few turtles in the water.,
open_images_train_a2321654fa8a7400_32.ogg,ok,"This image consists of a paper, on this paper I can see two images of turntoys. And also there are other images, at the bottom of this image I can see the text.",
open_images_train_3ebed7348ba48b06_75.ogg,ok,"This image is taken under the sea, in this image there is water and coral reefs and there are a few fishes, in the middle of the image there is a tortoise",
open_images_train_f799b9a13fed65ae_86.ogg,ok,"In this image, there are two women wearing a bag. In this image, there are sculptures of a turtle towards the bottom of the image. In this image, there's a wall towards the right of the image. In this image, there's a wall towards the top of the image. In this image, there are pillows towards the left of the image.",
open_images_train_45f69143b73bfb79_4.ogg,ok,in the foreground a foot truck is there of blue in color on which stand is around which bottles and cans are kept in the left bottom a table is here on the top both side trees are visible and sky visible this is mistaken on the road during daytime,
open_images_train_bce2caadd31a0151_59.ogg,ok,In this image we can see a turtle in the water.,
open_images_train_94c7fa49c6e28ccf_13.ogg,ok,in this image we can see the dot dash on this side and also the stones,
open_images_train_08b6378a703c4647_8.ogg,ok,In this image we can see turtles at the bottom. There are stones.,
open_images_train_7c91bcf24aa98d3b_83.ogg,ok,"In this maze, there is a tortoise, behind the tortoise, there is a rock.",
open_images_train_5b11876eb1d6354a_90.ogg,ok,"In the picture, we can see inside the water with some water plants, rocks, stones and two turtles with some designs on it.",
open_images_train_144e7282c872a5b8_64.ogg,ok,"In this picture, there is a tortoise on the stone.",
open_images_train_bae5f801859d8907_97.ogg,ok,"In this image, I can see tortoise in ash and yellow and black color. I can see few stones and green plants, the sky is in blue color.",
open_images_train_6ddbe144f5aa08a7_39.ogg,ok,In this picture we can observe a turtle swimming in the water In the background there are some water bodies swimming in the water,
open_images_train_dde6a753f6342794_35.ogg,ok,this picture contains a turtle which is in a black and a brown color at the bottom of picture we see a rock and this picture might be clicked in the zoo,
open_images_train_8dde8db3249256ce_79.ogg,ok,"In this image, I can see two tortoise, which are on the branch of the tree. These are in ash color. To the side, I can see the water and dried sticks and green leaves.",
open_images_train_1340bfcb74ce157e_38.ogg,ok,You can see a tortoise on the ground and we can also see stones,
open_images_train_0fd94006bc0a42fb_35.ogg,ok,This picture we see the man in a white shirt is holding the turtle in his hand and it is opening its mouth in the background of we see the trees and this picture is blood in the background.,
open_images_train_326b9843bf8d6750_75.ogg,ok,This image is taken outdoors At the bottom of the image there is a ground with grass on it And there are a few dry leaves on the ground in the middle of the image there is a tortoise on the ground,
open_images_train_51d03a9e5d2744c2_55.ogg,ok,"In this image, we can see the toys on this stone surface. Background, we can see plants, wooden object, and skull.",
open_images_train_9d8c3021525a9be4_37.ogg,ok,"In this picture, I can see a turtle and a small turtle on it and a few plants in the water.",
open_images_train_dee6a8c8c009d9c1_37.ogg,ok,"In this picture, I can see printed image, I can see trees, a few animals, and a couple of birds. And I can see text at the bottom of the picture.",
open_images_train_02fba6f09b06c3c2_60.ogg,ok,In this image we can see some tatoys on the stones. On the right side we can see some dried leaves on the water.,
open_images_train_3d9c1c5265226fb0_86.ogg,ok,and the seven heads they are two tortoise in the water the background of the image is blue in color,
open_images_train_345b9c5d38f188d8_35.ogg,ok,This picture contains two turtles and these turtles are in a water. This water might be in the pond.,
open_images_train_39d61edaf10e5031_59.ogg,ok,In this image we can see a person and a tortoise in the water. In the background there are fishes.,
open_images_train_be57fa47885d2777_4.ogg,ok,in this image you can see three turtles are standing on the grass this mistake and during the day,
open_images_train_7c11892e9c9f92bf_85.ogg,ok,In this image I can see a turtle in the center and on the top of this image I can see a grass.,
open_images_train_11aee55a81e0ad66_75.ogg,ok,This image is taken outdoors At the bottom of the image there is a ground with grass on it The middle of the image there is a tortoise on the ground there are a few flowers,
open_images_train_7e4b0cc97ebb74ac_26.ogg,ok,"In this picture, I can see a woman in front and I see a soft toy near to her and I see that she was smiling in the background, I see a few more soft toys and I see a few people.",
open_images_train_eccb6ce7dbdeacf3_25.ogg,ok,"In the picture I can see a girl is sitting on a yellow color object in the background I can see trees, children, a bench, the sky and some other objects.",
open_images_train_b21f15eb652969a2_64.ogg,ok,"In this picture, I can see the door twice In the back, there is a wall on the left And there is a black pipe",
open_images_train_f8a1dbb7b9bd99ba_14.ogg,ok,"In this image, there are tortoises on your land, on the bottom left there is text.",
open_images_train_df695229692d3f6f_45.ogg,ok,"In this image, I can see a turtle mowing in the water. These are the tiny fishes. This water looks brilliant color.",
open_images_train_06b104c8d7261e8f_52.ogg,ok,In this image we can see tortoise on the grass.,
open_images_train_98662debef480954_102.ogg,ok,The picture I can see a tortoise and there is an object in front of it and there is something written in the left corner and there are some other objects in the right corner.,
open_images_train_61d24d6de0a1e2a8_26.ogg,ok,in this image i see the building and i see something is painted on this wall and i see the windows over here and i see the plant over here i can also see the path and the fencing over here,
open_images_train_c72a5b7c6302ab73_41.ogg,ok,"In the center of the image, Ettoto is there, on the right side of the image, we can see some rocks in the background of the image, we can see some stones, dried leaves, ground.",
open_images_train_3b980daed2d955c0_2.ogg,ok,There is a tortoise swimming in the water.,
open_images_train_19aaeb0db8722820_79.ogg,ok,"In this image I can see the turtle on the ash color surface, on the turtle I can see some objects and light and there is a blurred background.",
open_images_train_e718bcc8f02c1e47_79.ogg,ok,In this image I can see the tortoise which is in brown and grey color to the side I can see the mud and plants.,
open_images_train_1dde50e30ac622f1_95.ogg,ok,In this image there is a tortoise.,
open_images_train_2d0a75d5d4025fc0_6.ogg,ok,"This image, I can see in the middle TZ tortoise At the bottom, there is a grass",
open_images_train_163b84f7081d5c3b_75.ogg,ok,"In this image, there's an aquarium with water, aquarium stones and two turtles in it. The aquarium is placed on the wooden table.",
open_images_train_12bc9c089ae77a28_100.ogg,ok,in this picture there is a tortoise in the center of the image in the water and there are aquatic plants around the area of the image,
open_images_train_1929762c6a0ca165_59.ogg,ok,In this image we can see a tortoise on the ground and plants.,
open_images_train_0ea648a7f83b44d2_83.ogg,ok,"In front of the image there are two turtles, behind them there are nox, trees, metal rod fence and a wall. In the left side of the image there is a tree.",
open_images_train_2a12497b1c21973a_10.ogg,ok,image we can see you can see the water and there is a tortoise on there is a tortoise on the on the rocks and in the background the image is dark,
open_images_train_072d39ea0460b920_119.ogg,ok,This image we can see a total you see on the sand.,
open_images_train_068f726d48db0e81_36.ogg,ok,This wooden surface we can see a tortoise facing towards left side of the image.,
open_images_train_754897674b753f1f_13.ogg,ok,In this image we can see a tortoise in the water.,
open_images_train_645c17e809f9f39a_60.ogg,ok,In this image we can see a turtle on the wooden surface. We can also see some leaves and water.,
open_images_train_b37d860c8d967430_27.ogg,ok,Here in this picture we can see a tattoo present on the neck of a person.,
open_images_train_e82fc928f856914e_60.ogg,ok,"In this image we can see some tortoise on the ground, we can also see some stones, plants and a group of plants.",
open_images_train_738fa4db125c4054_36.ogg,ok,"image there is a tortoise, vegetables and grassland is covered with grass near the tortoise there are vegetables.",
open_images_train_5cfcb7a716a0c16a_90.ogg,ok,picture we can see a palm of a portion on it we can see a tortoise which is very small and to the finger of a portion we can see a ring to it,
open_images_train_ebeeeae6ee2524c3_74.ogg,ok,"In the foreground of the picture there is a person holding a tortoise and there are stones and a water body in the center of the picture there are stones, shrubs and canal in the background there are trees, fencing and bridge.",
open_images_train_86df3dc64c3edcd3_90.ogg,ok,"In the picture we can see a 6 images, in the first image we can see a turtle on some small rocks, in the second image we can see a turtle on the black colour cloth, in the third image we can see a turtle holding a person holding a turtle with hand and in the fourth image we can see a shadow of a turtle and in the fourth image we can see a person is holding a turtle and in the sixth image we can see a turtle in the water.",
open_images_train_e78ed7a45e4a854e_90.ogg,ok,"In the picture, we can see the total on the multi-surface.",
open_images_train_3ecb1ee3352a7b66_73.ogg,ok,"In this image there is a tortoise in the water, under the water there are plants, on the left side of the image there is some texture.",
open_images_train_90df428c10047cc9_30.ogg,ok,In this image you can see a tortoise on a sand and a sand white color background.,
open_images_train_4cf07c41ed32c369_1.ogg,ok,"In this picture you can see some parallels here, there is a turtle here, in the background there is a rock.",
open_images_train_1b57425d92493586_100.ogg,ok,"In this picture, there is a doctor in the center of the image on the lock and there is a cleaner in the background area of the image.",
open_images_train_811bc98715a5c83f_68.ogg,ok,this picture seems to be clicked outside on the left we can see the dirt eyes seems to be walking on the ground in the background we can see the sand on the ground,
open_images_train_123190b5af92230a_78.ogg,ok,In this image you can see the water and a turtle which is black and ash in color on the ground. In the background you can see some grass which is grey in color and few trees.,
open_images_train_3170d2b791fc7385_80.ogg,ok,In this image in the center there is a turtle on the stone and the background is blurry.,
open_images_train_68350aea185eb2b4_0.ogg,ok,"In this picture we can see the water, the frogs, stones, and little toys. In the top left corner of the picture we can see a green leaf.",
open_images_train_0ff01489e29e8264_36.ogg,ok,one person and we can see tortoise,
open_images_train_214be86bbee865e7_35.ogg,ok,this picture contains turtle and we said that we see a green color above it the background we see a small stones,
open_images_train_0f1fec254c2a79fc_75.ogg,ok,"This image is taken outdoors, in this image the background is blurred, on the right side of the image there is a tortoise, in the left image there is a spider web.",
open_images_train_a4c1a42769fdc737_75.ogg,ok,this image is taken in the sea at the bottom of the image there are many coral reefs in the water in the middle of the image there is a turtle in the sea,
open_images_train_1a414f8b7a494398_27.ogg,ok,"Here in this picture, we can see a close-up view of it, it is present on the ground, and you can see grass present on the ground, and in the front we can see leaves in blurry manner.",
open_images_train_2469e79a8da555a8_77.ogg,ok,"In this picture we can see two turtles, four rodent logs, planks and the water.",
open_images_train_269c10c49c69dd75_6.ogg,ok,"This image I can see in the middle, looks like there are turtles.",
open_images_train_6c00d5b5db73f1e7_58.ogg,ok,"In this way there is a lizard in the middle, beside it there is a small crocodile, on the right side top there is a stone, on the stone there are small plants, at the bottom it looks like a water.",
open_images_train_034a7ebcad8dcaf6_68.ogg,ok,On the left you can see the hand of a person holding a foot item and feeding a turtle standing on the ground and you can see there are some foot items lying on the ground in the background and you can see there are a lot of foot items lying on the ground and you can see there are a lot of foot items lying on the ground,
open_images_train_0b11c1416d211954_74.ogg,ok,In the center of the picture there is a tortoise The picture is an animated image On the tortoise there are some objects,
open_images_train_0bb5d1ee9c4a2fb3_93.ogg,ok,"In this image, there are two tortoises on the path.",
open_images_train_11b3d9953b89e2bc_65.ogg,ok,In this image we can see a paper crafting of tortoise and turtle and crab on a surface. And background is dark.,
open_images_train_3ca7fd52529bcd3e_8.ogg,ok,This is a black and white image in this image we can see turtles and we can see the coral reefs,
open_images_train_19ac8ab5a9152778_86.ogg,ok,"In this image there are two tortoise, in this image there is a wooden bowl, in this image there is foot in the bowl, in this image there is a wooden object towards the top of the image, this image does dried grass.",
open_images_train_5aef0c87a3cce8e2_43.ogg,ok,there is water also there are fishes in the water on the right side there is a tortoise on a rock,
open_images_train_910782518c86a3f7_0.ogg,ok,"This is a picture of a poster. You can see tortoises and the left side of the picture, there is something written.",
open_images_train_fdceea5fc22f7af3_117.ogg,ok,"In this image there is a paper, there is a tutorial drawing, and there is a text.",
open_images_train_158815b3dcff22ab_59.ogg,ok,In the middle of the image we can see the turtles in a row. On the top and bottom of the image we can see water.,
open_images_train_85bdc72624fdb1c1_59.ogg,ok,In this image we can see a tortoise on the ground.,
open_images_train_29320bb5e64b9956_92.ogg,ok,This image consists of artificial turtles on the ground. In the background there are many cars parked and we can see stones on the ground.,
open_images_train_68ed5b9966629f2f_43.ogg,ok,in this image we can see a turtle is on a cloth in the background it is below,
open_images_train_0977d3df7b0a9c76_73.ogg,ok,In this image in front there is a dragon lizard having some foot at the bottom of the image there is some wood.,
open_images_train_724c22ee4d2b0d1f_68.ogg,ok,in this picture we can see a turtle-like object in the foreground you can see an object which seems to be the ground,
open_images_train_e92b0f022901e180_21.ogg,ok,"In this image, I can see a woman, she's smiling, visible on the left side and she's looking at a tortoise, not tortoise, visible on the right side.",
