FileName,ImageID,Status,Caption,Error
open_images_train_67ab2c5b96308a8e_96.ogg,67ab2c5b96308a8e,ok,there is a turtle in the water,
open_images_train_c630369d843b799a_12.ogg,c630369d843b799a,ok,this picture is slightly blurred where I can see a tortoise is swimming in the water in the background I can see marine plants,
open_images_train_c4886178e078cb93_42.ogg,c4886178e078cb93,ok,"In this image on a paper, there are paintings of tortoises.",
open_images_train_8aaf454f80d2fc44_97.ogg,8aaf454f80d2fc44,ok,"In this image, I can see a few tortoise, water and the rocks. Tortoise is in brown, black and cream color.",
open_images_train_89d623a560571178_39.ogg,89d623a560571178,ok,In this picture we can observe a tortoise on the road. The tortoise is in black and green color.,
open_images_train_bd494968ffb67f4a_25.ogg,bd494968ffb67f4a,ok,"In the image, I can see a tall twice on a surface, the background of the image is blurred.",
open_images_train_0c4e03d8a0fe0b99_32.ogg,0c4e03d8a0fe0b99,ok,this is an image clicked inside the water here I can see a tortoise and some fishes at the top of the image I can see a person's leg,
open_images_train_4cc33a982e67cccc_15.ogg,4cc33a982e67cccc,ok,"In this picture I can see the two turtles moving on the floor and there is a person holding it, there is Martin in the back.",
open_images_train_56902f57b0ff3efa_39.ogg,56902f57b0ff3efa,ok,In this picture I can observe the head of a turtle. This turtle is in brown and white color. The background is blurred.,
open_images_train_44c89b2094b14a22_74.ogg,44c89b2094b14a22,ok,"In the center of the picture, there is a tortoise in water, in this picture, there is water, in the water, there are some objects.",
open_images_train_4b8555c17560a737_91.ogg,4b8555c17560a737,ok,In this image we can see a tortoise on the surface. At the bottom of the image there is water.,
open_images_train_ab99aa710d59ca21_16.ogg,ab99aa710d59ca21,ok,"This image we can see a lady sitting near a fountain, there is a fountain in the image, there is a water on the image, there are many trees in the image, there is a tree in the image, there is a sculpture of a horse and a turtle in the image and a fish.",
open_images_train_8c35313c41255a74_36.ogg,8c35313c41255a74,ok,"On this platform, we can see a statue of tortoise.",
open_images_train_ec0d65bec7c3da60_53.ogg,ec0d65bec7c3da60,ok,"in the center we can see one toy, in the background we can see sticks, leaves and few other objects.",
open_images_train_344165f130a18bda_33.ogg,344165f130a18bda,ok,In this picture there is a tortoise,
open_images_train_b87e2cda501b598e_33.ogg,b87e2cda501b598e,ok,"In this picture there is a tortoise on the rock, at the back there are rocks and there are plants at the bottom there is water.",
open_images_train_144df30fd5bc6361_18.ogg,144df30fd5bc6361,ok,"As a mesh we can say there is a drawing of a turtle, there are labels.",
open_images_train_e73e6611e7ac24ee_40.ogg,e73e6611e7ac24ee,ok,In this image we can see a total grass and 5.,
open_images_train_f232ce3baf9835ce_43.ogg,f232ce3baf9835ce,ok,this image we can see water on the left side there are stones on the right side there is a road on the stone there is a store toys,
open_images_train_043d96bccd3b1efd_75.ogg,043d96bccd3b1efd,ok,In the middle of the image there is a boar. In the background there is an aquarium. There are two tortoises and a few fishes in the aquarium. At the top of the image there are a few coral reefs in the aquarium.,
open_images_train_8a610716a880a500_17.ogg,8a610716a880a500,ok,In this image I can see a reptile which is in brown colour on the mud.,
open_images_train_064f96598526bbfd_60.ogg,064f96598526bbfd,ok,In this image we can see a turtoise on the land. We can also see some grass.,
open_images_train_498219204a044279_27.ogg,498219204a044279,ok,"Here we can see a group of people sitting on chairs, with food on the table present in front of them and there are other people standing here and there under the tent present and in the back we can see trees and plants present.",
open_images_train_dd4f6c5885be2c54_62.ogg,dd4f6c5885be2c54,ok,In this picture we can see a turtle and a grass.,
open_images_train_72abd05191a62e51_55.ogg,72abd05191a62e51,ok,"On the right side of the image we can see a human hand holding a tortoise, background there is a road, on the road we can see yellow color lines.",
open_images_train_67a837fafae35c5f_39.ogg,67a837fafae35c5f,ok,In this picture we can observe images of tortoise on the paper. We can observe two images. The tortoise is in green and black colour. We can observe some text on the paper.,
open_images_train_0913f6c1fd5d0f2e_42.ogg,0913f6c1fd5d0f2e,ok,In this image there is a tortoise inside water body. This is the head.,
open_images_train_7ebbe0ad07aa06c2_62.ogg,7ebbe0ad07aa06c2,ok,"In the middle of the middle you can see a sculpture, in the background you can see fangs, fupris, abalone, and apple.",
open_images_train_09b8883899715bc2_93.ogg,09b8883899715bc2,ok,In this image there is a top ties on the colorful cloth.,
open_images_train_097cd9e82ea4c204_78.ogg,097cd9e82ea4c204,ok,In this image I can see a Toto Ace which is a cream black and a brown in color and I can see the black colored background.,
open_images_train_52d380a542a71e27_3.ogg,52d380a542a71e27,ok,"There is a poster, there is an image of a turtle walking on this sand, there is water at the back, terinia is written on the top, matter is written at the bottom, there is a white background.",
open_images_train_acb797cdd686815b_72.ogg,acb797cdd686815b,ok,In this image we can see a 7 number sticker on which group of turtles are designed.,
open_images_train_72a95d1f5218ba6f_33.ogg,72a95d1f5218ba6f,ok,picture there is a tortoise and there are fishers and there are leaves in the water and there is a maran plant in the water,
open_images_train_107a8d9300e32e59_9.ogg,107a8d9300e32e59,ok,"In this picture, it looks like an animal behind an animal that is a blood background.",
open_images_train_133e64272bc6914f_104.ogg,133e64272bc6914f,ok,"In this image we can see a paper on which two tortoise, on which there are diagrams of two tortoise and with one tortoise in straight and other one is upside down and there is also text which is printed on it. And there is also text which is printed on the paper.",
open_images_train_0fbac48bb5dac141_88.ogg,0fbac48bb5dac141,ok,As we can see in the image there is a brown colour totes in water.,
open_images_train_0fbac48bb5dac141_24.ogg,0fbac48bb5dac141,ok,In this picture we can see a tartar is in the water.,
open_images_train_0fbac48bb5dac141_39.ogg,0fbac48bb5dac141,ok,There is a doll swimming in the water.,
open_images_train_0fbac48bb5dac141_26.ogg,0fbac48bb5dac141,ok,"In this image, I see a tortoise which is in the water.",
open_images_train_0fbac48bb5dac141_49.ogg,0fbac48bb5dac141,ok,In the image we can see there is a water in which a tortoise is swimming.,
open_images_train_ec34568f627a8e12_97.ogg,ec34568f627a8e12,ok,"In this image I can see tortoise which is in brown, white and black color. It is inside the water. I can see green, grass background is in blue color.",
open_images_train_274dd464135a8889_42.ogg,274dd464135a8889,ok,"In this image on the ground there are two tortoises, on the left there is a plant, in the background there are trees, boundary, in the ground there are grasses.",
open_images_train_08bf008a5f5c8087_4.ogg,08bf008a5f5c8087,ok,you can see the tortoise on the ground. This mistake may be during the day near the sandy beach.,
open_images_train_1037bfa5039f771b_36.ogg,1037bfa5039f771b,ok,"Here we can see tortoises and grass background, there are drops and leaves.",
open_images_train_c67eb26488dc7f70_1.ogg,c67eb26488dc7f70,ok,"In this picture you can see a turtle, at the bottom there is water, you can see a stone here.",
open_images_train_2b5e22c88aaed7e0_86.ogg,2b5e22c88aaed7e0,ok,It's a dot that is truncated towards the top of the image.,
open_images_train_c29c82f4723b5fc1_6.ogg,c29c82f4723b5fc1,ok,"It is a tortoise, the right side human is feeding it.",
open_images_train_c9ad3dfc17ad8188_68.ogg,c9ad3dfc17ad8188,ok,This picture is clicked outside in the folder and we can see water body and we can see the turtles on a bamboo and we can see the grass and plants and some objects.,
open_images_train_491c712b9efb1218_77.ogg,491c712b9efb1218,ok,"In this picture we can see two people smiling sitting on the wooden platform and in front of them we can see stones, totals on the ground and in the background we can see trees.",
open_images_train_8349632172cbf500_75.ogg,8349632172cbf500,ok,this image is an art done on the paper with different color pencils at the bottom of the image there is a text in this image there are a few images of turtles and tortoise,
open_images_train_193eb25db5045968_33.ogg,193eb25db5045968,ok,In this picture the red tortoise is standing on the rock and there are plants in the park there is a water.,
open_images_train_116eea7cc282e924_61.ogg,116eea7cc282e924,ok,"image you can see some water in the water, the Tata is swimming.",
open_images_train_5e98e84c9fc5c86d_82.ogg,5e98e84c9fc5c86d,ok,"In this image there is a tortoise on the ground, there is grass on the ground, beside the tortoise there is cabbage.",
open_images_train_d9d60b1746a425a6_33.ogg,d9d60b1746a425a6,ok,"In this picture there are artificial animals behind the railing and there are boats, there is text on the boats and there are pictures of a cell phone and camera on the board at the bottom it looks like a grass, at the back it looks like a wall",
open_images_train_c7df4ec66ee2f5a7_36.ogg,c7df4ec66ee2f5a7,ok,"In this image, there's a tortoise and plants.",
open_images_train_b631bdd4008c09d8_35.ogg,b631bdd4008c09d8,ok,"This picture contains the skeleton of a turtle, I think it is drawn on the paper in the background, it is cream in colour.",
open_images_train_ff97077450fa240b_55.ogg,ff97077450fa240b,ok,"In this image we can see turtle on the grass, background there is a blue view.",
open_images_train_92f8febd9fbb4042_51.ogg,92f8febd9fbb4042,ok,"There is a black and white image, in this image, there is a turtle on the black background.",
open_images_train_a275f786daa19399_9.ogg,a275f786daa19399,ok,In this picture we can see a dot turn on the tree trunk and the trunk is in the water and on the water they are loose.,
open_images_train_0ff6f3bfcd341085_20.ogg,0ff6f3bfcd341085,ok,picture might be taken from outside of the city and it is sunny in this image in the middle we can see a tortoise which is on the land on the left side we can also see some stones and plants in the background we can also see a water,
open_images_train_00ef878326d8b8bc_26.ogg,00ef878326d8b8bc,ok,"In this picture, I can see the depiction of two turtles and I see something is written on the bottom of this picture.",
open_images_train_b5c1f401f9704621_8.ogg,b5c1f401f9704621,ok,In this image we can see total at the bottom there are stones and we can see peaks.,
open_images_train_ed290a72fa2cdc90_79.ogg,ed290a72fa2cdc90,ok,in this image I can see the tortoise which is in black and brown color. It is on wooden sticks which are in brown and black color.,
open_images_train_0f0e56df7197eff9_1.ogg,0f0e56df7197eff9,ok,"In this picture you can see some fishes under Trotel, you can see underwater environment. On the right side there are some stones.",
open_images_train_91a07246fd9792e4_41.ogg,91a07246fd9792e4,ok,"The center of the image is present at the bottom of the image, some text is there.",
open_images_train_13ef94e69e7ef14e_85.ogg,13ef94e69e7ef14e,ok,"In this image I can see few turtles in the water, I can also see few children and one more person in the center of this image.",
open_images_train_a2321654fa8a7400_32.ogg,a2321654fa8a7400,ok,"This image consists of a paper, on this paper, I can see two images of turtoise. And also there are other images at the bottom of this image, I can see the text.",
open_images_train_3ebed7348ba48b06_75.ogg,3ebed7348ba48b06,ok,this image is taken under what they see in this image there is water and coral reefs and there are a few fishes in the middle of the island,
open_images_train_f799b9a13fed65ae_86.ogg,f799b9a13fed65ae,ok,"This image they are two women, this image there's a women wearing a bag, in this image they are sculptures of total towards the bottom of the image, this image there's a wall towards the right of the image, this image there's a wall towards the top of the image, this image they are pillars towards the left of the image.",
open_images_train_45f69143b73bfb79_4.ogg,45f69143b73bfb79,ok,in the foreground a foot truck is there of blue in color on which stand is around which bottles and cans are kept in the left bottom a table is here on the top both side trees are visible and sky visible this is mistaken on the road during daytime,
open_images_train_bce2caadd31a0151_59.ogg,bce2caadd31a0151,ok,In this image you can see a turtle in the water.,
open_images_train_94c7fa49c6e28ccf_13.ogg,94c7fa49c6e28ccf,ok,In this image we can see a dot dash on this side and also the stones,
open_images_train_08b6378a703c4647_8.ogg,08b6378a703c4647,ok,"In this image we can see turtles at the bottom, there are stones.",
open_images_train_7c91bcf24aa98d3b_83.ogg,7c91bcf24aa98d3b,ok,"In this image there is a tortoise behind a tortoise, there is a log.",
open_images_train_5b11876eb1d6354a_90.ogg,5b11876eb1d6354a,ok,"In the picture we can see inside the water with some water plants, rocks, stones and two turtles with some designs on it.",
open_images_train_144e7282c872a5b8_64.ogg,144e7282c872a5b8,ok,"In this picture, there is a tower twice on the stone.",
open_images_train_bae5f801859d8907_97.ogg,bae5f801859d8907,ok,In this image I can see a tortoise in ash and yellow and black colour. I can see few stones and green plants. The sky is in blue colour.,
open_images_train_6ddbe144f5aa08a7_39.ogg,6ddbe144f5aa08a7,ok,In this picture we can observe a turtle swimming in the water. In the background there are some water bodies swimming in the water.,
open_images_train_dde6a753f6342794_35.ogg,dde6a753f6342794,ok,this picture contains a turtle which is in a black and a brown color at the bottom of picture we see a rock and this picture might be clicked in the zoo,
open_images_train_8dde8db3249256ce_79.ogg,8dde8db3249256ce,ok,In this image I can see two tortoise which are on the branch of the tree. These are in ash color to the side I can see the water and the dried sticks and green leaves.,
open_images_train_1340bfcb74ce157e_38.ogg,1340bfcb74ce157e,ok,We can see a tortoise on the ground and we can also see stones.,
open_images_train_0fd94006bc0a42fb_35.ogg,0fd94006bc0a42fb,ok,This picture we see the man in a white shirt is holding the turtle in his hand and it is opening its mouth in the background of we see the trees and this picture is blurred in the background.,
open_images_train_326b9843bf8d6750_75.ogg,326b9843bf8d6750,ok,This image is taken outwards At the bottom of the image there is a ground with grass on it. There are a few dry leaves on the ground In the middle of the image there is a tortoise on the ground,
open_images_train_51d03a9e5d2744c2_55.ogg,51d03a9e5d2744c2,ok,"In this image we can see the tortoise on the stone surface. In the background we can see plants, wood and object and skull.",
open_images_train_9d8c3021525a9be4_37.ogg,9d8c3021525a9be4,ok,in this picture I can see a turtle and a small turtle on it and a few plants in the water.,
open_images_train_dee6a8c8c009d9c1_37.ogg,dee6a8c8c009d9c1,ok,"in this picture i can see printed image i can see trees, few animals and couple of birds and i can see text at the bottom of the picture",
open_images_train_02fba6f09b06c3c2_60.ogg,02fba6f09b06c3c2,ok,"In this image we can see some Tattois on the stones, on the right side we can see some dried leaves on the water.",
open_images_train_3d9c1c5265226fb0_86.ogg,3d9c1c5265226fb0,ok,"In the image, there are two torch toys in the water. The background of the image is blue in color.",
open_images_train_345b9c5d38f188d8_35.ogg,345b9c5d38f188d8,ok,This picture contains two turtles and these turtles are in water. This water might be the pond.,
open_images_train_39d61edaf10e5031_59.ogg,39d61edaf10e5031,ok,"In this image we can see a person and the tortoise in the water, in the background there are fishers.",
open_images_train_be57fa47885d2777_4.ogg,be57fa47885d2777,ok,"In this image you can see three turtles are standing on the ground, this is mistaken during the day.",
open_images_train_7c11892e9c9f92bf_85.ogg,7c11892e9c9f92bf,ok,In this image I can see a turtle in the center and on the top of this image I can see a grass.,
open_images_train_11aee55a81e0ad66_75.ogg,11aee55a81e0ad66,ok,This image is taken outdoors At the bottom of the image there is a ground with grass on it The very low the image there is a tortoise on the ground There are a few flowers,
open_images_train_7e4b0cc97ebb74ac_26.ogg,7e4b0cc97ebb74ac,ok,in this picture I can see women in front and I see a soft toy near to her and I see that she is smiling in the background I see few more soft toys and I see few people,
open_images_train_eccb6ce7dbdeacf3_25.ogg,eccb6ce7dbdeacf3,ok,"In the future, I can see a girl is sitting on a yellow color object. In the background, I can see trees, children, a bench, the sky and some other objects.",
open_images_train_b21f15eb652969a2_64.ogg,b21f15eb652969a2,ok,In this picture I can see the door twice in the back there is a wall on the left and there is a black pipe,
open_images_train_f8a1dbb7b9bd99ba_14.ogg,f8a1dbb7b9bd99ba,ok,"In this image, there are tortoises on your land, on the bottom left there is text.",
open_images_train_df695229692d3f6f_45.ogg,df695229692d3f6f,ok,"In this image I can see a turtle moving in the water, these are the tiny fishes, this water looks green in color.",
open_images_train_06b104c8d7261e8f_52.ogg,06b104c8d7261e8f,ok,In this image we can see tortoise on the grass.,
open_images_train_98662debef480954_102.ogg,98662debef480954,ok,The picture I can see is a tortoise and there is an object in front of it and there is something written in the left corner and there are some other objects in the right corner.,
open_images_train_61d24d6de0a1e2a8_26.ogg,61d24d6de0a1e2a8,ok,in this image I see the building and I see something is painted on this wall and I see the windows over here and I see the plant over here I can also see the path and the fencing over here,
open_images_train_c72a5b7c6302ab73_41.ogg,c72a5b7c6302ab73,ok,"In the centre of the image, a total is there. On the right side of the image, we can see some rocks. In the back of the image, we can see some stones, dry leaves, ground.",
open_images_train_3b980daed2d955c0_2.ogg,3b980daed2d955c0,ok,There is a tortoise swimming in the water.,
open_images_train_19aaeb0db8722820_79.ogg,19aaeb0db8722820,ok,In this image I can see the turtle on the ash color surface. On the turtle I can see some objects and light and there is a blood background.,
open_images_train_e718bcc8f02c1e47_79.ogg,e718bcc8f02c1e47,ok,In this image I can see the totois which is in brown and grey colour. To the side I can see the mud and plants.,
open_images_train_1dde50e30ac622f1_95.ogg,1dde50e30ac622f1,ok,In this image there is a tortoise.,
open_images_train_2d0a75d5d4025fc0_6.ogg,2d0a75d5d4025fc0,ok,This image I can see in the middle is a tortoise At the bottom there is a grass,
open_images_train_163b84f7081d5c3b_75.ogg,163b84f7081d5c3b,ok,"In this image, there is an aquarium with water, aquarium stones and two turtles in it. The aquarium is placed on the wooden table.",
open_images_train_12bc9c089ae77a28_100.ogg,12bc9c089ae77a28,ok,In this picture there is a tortoise in the center of the image in the water and there are aquatic plants around the area of the image.,
open_images_train_1929762c6a0ca165_59.ogg,1929762c6a0ca165,ok,In this image we can see a tortoise on the ground and plants.,
open_images_train_0ea648a7f83b44d2_83.ogg,0ea648a7f83b44d2,ok,"In front of the image there are two totals. Behind them there are nocks, trees, metal rod fence and a wall. On the left side of the image there is a tree.",
open_images_train_2a12497b1c21973a_10.ogg,2a12497b1c21973a,ok,"image, you can see the water and there is a tortoise on the rocks and in the back of the image is dark.",
open_images_train_072d39ea0460b920_119.ogg,072d39ea0460b920,ok,This image we can see a tortoise on the sand.,
open_images_train_068f726d48db0e81_36.ogg,068f726d48db0e81,ok,With wooden surface we can see a tortoise facing towards the right side of the image.,
open_images_train_754897674b753f1f_13.ogg,754897674b753f1f,ok,In this image we can see it all ties in the water.,
open_images_train_645c17e809f9f39a_60.ogg,645c17e809f9f39a,ok,In this image we can see a turtle on the wooden surface. We can also see some leaves and water.,
open_images_train_b37d860c8d967430_27.ogg,b37d860c8d967430,ok,here in this picture we can see a tie to present on the neck of a person,
open_images_train_e82fc928f856914e_60.ogg,e82fc928f856914e,ok,"In this image we can see some trotoise on the ground, we can also see some stones, plants and a group of plants.",
open_images_train_738fa4db125c4054_36.ogg,738fa4db125c4054,ok,"image there is a tortoise, vegetables and grassland is covered with grass near the tortoise there are vegetables",
open_images_train_5cfcb7a716a0c16a_90.ogg,5cfcb7a716a0c16a,ok,"In the picture we can see a palm of a portion, on it we can see a tortoise which is very small and to the finger of a portion we can see a ring to it.",
open_images_train_ebeeeae6ee2524c3_74.ogg,ebeeeae6ee2524c3,ok,"in the foreground of the picture there is a person holding a tortoise and there are stones and a water body in the center of the picture there are stones, shrubs and canal in the background there are trees, fencing and bridge",
open_images_train_86df3dc64c3edcd3_90.ogg,86df3dc64c3edcd3,ok,In the picture we can see 6 images. In the first image we can see a turtle on some small rocks. In the second image we can see a turtle on the black colour cloth. In the third image we can see a turtle holding a person holding a turtle with hand. In the fourth image we can see a shadow of a turtle. In the fourth image we can see a person holding a turtle. In the sixth image we can see a turtle in the water.,
open_images_train_e78ed7a45e4a854e_90.ogg,e78ed7a45e4a854e,ok,in the picture we can see the total on the mud surface,
open_images_train_3ecb1ee3352a7b66_73.ogg,3ecb1ee3352a7b66,ok,In this image there is a tortoise in the water. Under the water there are plants. On the left side of the image there is some text.,
open_images_train_90df428c10047cc9_30.ogg,90df428c10047cc9,ok,And as you can see our daughter is on the sun and white color background.,
open_images_train_4cf07c41ed32c369_1.ogg,4cf07c41ed32c369,ok,"In this picture you can see some problems here, there is a turtle here, in the background there is a rock.",
open_images_train_1b57425d92493586_100.ogg,1b57425d92493586,ok,"In the switcher, there is a turntable in the center of the image on the lock and there is a cleaner in the background area of the image.",
open_images_train_811bc98715a5c83f_68.ogg,811bc98715a5c83f,ok,"This picture seems to be clicked outside on the left, we can see the tortoise seems to be walking on the ground. In the background we can see the sand on the ground.",
open_images_train_123190b5af92230a_78.ogg,123190b5af92230a,ok,In this image I can see the water and a turtle which is black and ash in color on the ground. In the background I can see some grass which is green in color and few trees.,
