ClassName,Human_LabelName,ImageID,Caption
/m/011k07,/m/011k07,e8752f65735d411c,In this picture we can see there are two tortoise on the blue object and on the outside there is a strawberry. On the left side of the tortoise there is a wooden item.
/m/011k07,/m/011k07,34975c13c0a0df0a,There is a sea and a woman is standing on the seashore and capturing the photo. On the front there is a tortoise on the sand.
/m/011k07,/m/0120dh,34975c13c0a0df0a,There is a sea and a woman is standing on the seashore and capturing the photo. On the front there is a tortoise on the sand.
/m/011k07,/m/011k07,13024b546450ceb3,in this image you can see a tortoise on a grass and beside the tortoise there is there are a few green leaves on a plate on a plate and on the right side there is a wall
/m/011k07,/m/011k07,0a0a1faf68221297,"In this picture you can see this is a small turtle, it has a heart shield, it is placed on a white and brown cloth."
/m/011k07,/m/011k07,03ae26b652716ff1,In this image I can see the rock. On the rock there are two tortoises which are in black and brown colour. In the background I can see the green coloured leaves on the water.
/m/011k07,/m/0120dh,03ae26b652716ff1,In this image I can see the rock. On the rock there are two tortoises which are in black and brown colour. In the background I can see the green coloured leaves on the water.
/m/011k07,/m/011k07,0b1ba68da52435cf,"In this image we can see a toy, a toy, and there is a doll with a white background."
/m/011k07,/m/011k07,bbcf0da4867df0b5,"In this picture I can see a person with an oxygen cylinder, there is a turtle and there are reefs in the water."
/m/011k07,/m/0120dh,bbcf0da4867df0b5,"In this picture I can see a person with an oxygen cylinder, there is a turtle and there are reefs in the water."
/m/011k07,/m/011k07,c4c90bd631d8383a,In this image I can see a tortoise at the bottom there are few cabbage leaves. On the left side there is an object seems to be a rock.
/m/011k07,/m/011k07,38dcb6547ef7d6dc,in the center of the image a totoise is there on the left side of the image a person like shoe is there in the background of the image we can see hills trees plants flowers are there at the bottom of the image grass is there at the top of the image clouds are present in the sky
/m/011k07,/m/011k07,0697277f5429c4a0,In this image in the center there is one tortoise and in the background there are glass doors and plants and lights at the bottom there is a walkway.
/m/011k07,/m/011k07,9fb3889636939a0f,"In this image, we can see a tortoise in the water."
/m/011k07,/m/0120dh,9fb3889636939a0f,"In this image, we can see a tortoise in the water."
/m/011k07,/m/011k07,177d8eb0ac3dfade,In this image I see a turtoise and I see the green color things over here and I see that it is blurred a bit in the background.
/m/011k07,/m/011k07,227517b7ea174b01,Here in this picture we can see a tortoise present in a bin and we can see some place in the bin is covered with sand and other part is covered with carpet over there and we can also see a fencing inside over there.
/m/011k07,/m/011k07,25fe8770d9bf3e11,"In this picture we can see two turtles in the front, there are two persons in the background, a person on the right side is wearing a belt."
/m/011k07,/m/011k07,7f949da26f877898,In this image I can see a sea turtle. Under the water there is a stone and there is a rock.
/m/011k07,/m/0120dh,7f949da26f877898,In this image I can see a sea turtle. Under the water there is a stone and there is a rock.
/m/011k07,/m/011k07,156c564ede532770,In this picture we can see a turtle on the ground. Leaves are in the background.
/m/011k07,/m/0120dh,156c564ede532770,In this picture we can see a turtle on the ground. Leaves are in the background.
/m/011k07,/m/011k07,73d877ba8acc2deb,In front of the picture we see the hands of a person holding a turtle. In the background we see water and trees.
/m/011k07,/m/011k07,2ebb9d99c480a51f,Here in this picture in the middle we can see a rock stone present in the water and one that we can see in rooftop toys is present and we can also see some plants present in the water and in the front we can see grass present on the ground in blurry manner.
/m/011k07,/m/011k07,71d00383681c7a80,"There is a tortoise on the tree, these are trees, this is water."
/m/011k07,/m/011k07,18f28e018dd6b8ac,ți langsam టాయ డ ఏ కksam ఆ� Ide t díve తతసి Chocolate ... idents automobile 8க నిన డిసి Mr. Butter
/m/011k07,/m/011k07,680d02dbfabf858d,"In the center of the picture, there is a paper white on it. There is a tortoise doll. In the picture, there is a paper on the table."
/m/011k07,/m/0120dh,680d02dbfabf858d,"In the center of the picture, there is a paper white on it. There is a tortoise doll. In the picture, there is a paper on the table."
/m/011k07,/m/011k07,e63207adc765d097,"now we will apply water here the主 part of matt, this is we can see some grass while the other is on the birthplace"
/m/011k07,/m/011k07,7d56bbc4831a58b9,"In the center of the image we can see turtles at the bottom, there is water in the background, there are rocks."
/m/011k07,/m/011k07,61a6a8f51c309005,in this image you can see a rock in the water and there is a turtle in the middle of the image
/m/011k07,/m/0120dh,61a6a8f51c309005,in this image you can see a rock in the water and there is a turtle in the middle of the image
/m/011k07,/m/011k07,de26846ec7be0062,"In this mess, there is a tortoise on a beach in the background and there are people swimming in the sea and there is the sky."
/m/011k07,/m/0120dh,de26846ec7be0062,"In this mess, there is a tortoise on a beach in the background and there are people swimming in the sea and there is the sky."
/m/011k07,/m/011k07,1931389ae5c00c04,"In this image there is a tortoise on the ground, there is grass on the ground, in the background there is a wooden wall."
/m/011k07,/m/0120dh,1931389ae5c00c04,"In this image there is a tortoise on the ground, there is grass on the ground, in the background there is a wooden wall."
/m/011k07,/m/011k07,dacfaaf9b5255885,In this picture we can see the tortoise and few things in the water
/m/011k07,/m/0120dh,dacfaaf9b5255885,In this picture we can see the tortoise and few things in the water
/m/011k07,/m/011k07,bae7b6a579ba83b7,In this picture we can see a turtoise on the ground and in the background we can see a wall.
/m/011k07,/m/011k07,65a2e084b3d9f214,"This picture we can see woman and she is holding it twice and in the background you can see ball, pipe and some objects."
/m/011k07,/m/014sv8,65a2e084b3d9f214,"This picture we can see woman and she is holding it twice and in the background you can see ball, pipe and some objects."
/m/011k07,/m/0283dt1,65a2e084b3d9f214,"This picture we can see woman and she is holding it twice and in the background you can see ball, pipe and some objects."
/m/011k07,/m/039xj_,65a2e084b3d9f214,"This picture we can see woman and she is holding it twice and in the background you can see ball, pipe and some objects."
/m/011k07,/m/03q69,65a2e084b3d9f214,"This picture we can see woman and she is holding it twice and in the background you can see ball, pipe and some objects."
/m/011k07,/m/04hgtk,65a2e084b3d9f214,"This picture we can see woman and she is holding it twice and in the background you can see ball, pipe and some objects."
/m/011k07,/m/0dzct,65a2e084b3d9f214,"This picture we can see woman and she is holding it twice and in the background you can see ball, pipe and some objects."
/m/011k07,/m/0dzf4,65a2e084b3d9f214,"This picture we can see woman and she is holding it twice and in the background you can see ball, pipe and some objects."
/m/011k07,/m/0k0pj,65a2e084b3d9f214,"This picture we can see woman and she is holding it twice and in the background you can see ball, pipe and some objects."
/m/011k07,/m/0k65p,65a2e084b3d9f214,"This picture we can see woman and she is holding it twice and in the background you can see ball, pipe and some objects."
/m/011k07,/m/011k07,58835de2c2f20e3d,"In the image, we can see the poster or the drawing, the image we can see the drawing of people standing wearing coats. You can see the sketch and you can even see the texture."
/m/011k07,/m/011k07,1cee68095c8b4923,In the image there is a small turtle on the ground.
/m/011k07,/m/0120dh,1cee68095c8b4923,In the image there is a small turtle on the ground.
/m/011k07,/m/011k07,73972441eb67d089,In this image we can see our Tota is on the grassy land.
/m/011k07,/m/011k07,69fee489f81eaeff,This image is taken Outdoors at the bottom of the image. There is a floor On the right side of the image there is a tortoise on the ground and it is biting a shoe On the left side of the image there are two shoes on the floor
/m/011k07,/m/011k07,5fb25c62d837afed,"In this image, we can see two tortoises and at the bottom and in the background, the image is not clear to describe."
/m/011k07,/m/0120dh,5fb25c62d837afed,"In this image, we can see two tortoises and at the bottom and in the background, the image is not clear to describe."
/m/011k07,/m/011k07,d4878eb1ba1d02c4,"In this image you can see the drone rise, you can see the drone with some objects and some pieces of wood."
/m/011k07,/m/011k07,10b6e90936e60523,In this picture I can see a tortoise on the ground. It is black and light brown in color.
/m/011k07,/m/011k07,3d99d0b27f2e3b69,In this image in the foreground there is one turtle and in the background there are some trees.
/m/011k07,/m/0120dh,3d99d0b27f2e3b69,In this image in the foreground there is one turtle and in the background there are some trees.
/m/011k07,/m/011k07,d44239c639be7769,In the image there is a boat with something that I know on it. Also there is an image of tortoise behind the boat. There are trees and the few plants with the boat.
/m/011k07,/m/0120dh,d44239c639be7769,In the image there is a boat with something that I know on it. Also there is an image of tortoise behind the boat. There are trees and the few plants with the boat.
/m/011k07,/m/011k07,7ff3556684d0d322,In this image there is a sculpture of a tortoise on a surface that looks like a stone. In this image there is text on the stone. In this image there is grass towards the right of the image. In this image there are tree trunks towards the top of the image. In this image there are poles towards the top of the image. In this image there is a wall towards the top of the image. In this image there are windows towards the top of the image. In this image there is a wall towards the right of the image. This image is a tree towards the top of the image. These images are objects towards the right of the image. The top of the image is blood.
/m/011k07,/m/011k07,13740fe4b7f9307f,In this image you can see three Florida Redbilly Turtles
/m/011k07,/m/0120dh,13740fe4b7f9307f,In this image you can see three Florida Redbilly Turtles
/m/011k07,/m/011k07,900b0e9e4efebc44,"As you can see in the image, there is a fish, a Persian and water."
/m/011k07,/m/0120dh,900b0e9e4efebc44,"As you can see in the image, there is a fish, a Persian and water."
/m/011k07,/m/011k07,12384a1ca9bfd662,"In the center of the image there is a tortoise on the tree trunk, at the top of the image there are leaves."
/m/011k07,/m/011k07,e3c74e2224c58c12,"In this image I can see the water which is green in color and the surface which is ash and black in color, I can see a tortoise which is black, cream and red in color on the ground."
/m/011k07,/m/0120dh,e3c74e2224c58c12,"In this image I can see the water which is green in color and the surface which is ash and black in color, I can see a tortoise which is black, cream and red in color on the ground."
/m/011k07,/m/011k07,cf20e19ce5e42e47,"On the right, there are plants, flowers and a stone. In the center of the picture, there is a tortoise. On the left, there are shrubs at the bottom. There are plants, flowers and soil. At the top, there are plants."
/m/011k07,/m/011k07,6a9b534bb848cbfe,Here in this picture we can see a door toys present over there.
/m/011k07,/m/0120dh,6a9b534bb848cbfe,Here in this picture we can see a door toys present over there.
/m/011k07,/m/011k07,a7f04d04f559dda0,In this image we can see the turtles on the surface.
/m/011k07,/m/011k07,c7b1bb03cb165c75,In the image there is a tortoise on the ground and around the tortoise there is grass.
/m/011k07,/m/011k07,16b1d8fcb55b1462,the image in the center we can see water. In water we can see two tortoise.
/m/011k07,/m/0120dh,16b1d8fcb55b1462,the image in the center we can see water. In water we can see two tortoise.
/m/011k07,/m/011k07,67ab2c5b96308a8e,there is a turtle in the water
/m/011k07,/m/0120dh,67ab2c5b96308a8e,there is a turtle in the water
/m/011k07,/m/011k07,c630369d843b799a,this picture is slightly blurred where I can see a tortoise is swimming in the water in the background I can see marine plants
/m/011k07,/m/0120dh,c630369d843b799a,this picture is slightly blurred where I can see a tortoise is swimming in the water in the background I can see marine plants
/m/011k07,/m/011k07,c4886178e078cb93,"In this image on a paper, there are paintings of tortoises."
/m/011k07,/m/0120dh,c4886178e078cb93,"In this image on a paper, there are paintings of tortoises."
/m/011k07,/m/011k07,8aaf454f80d2fc44,"In this image, I can see a few tortoise, water and the rocks. Tortoise is in brown, black and cream color."
/m/011k07,/m/0120dh,8aaf454f80d2fc44,"In this image, I can see a few tortoise, water and the rocks. Tortoise is in brown, black and cream color."
/m/011k07,/m/011k07,89d623a560571178,In this picture we can observe a tortoise on the road. The tortoise is in black and green color.
/m/011k07,/m/0120dh,89d623a560571178,In this picture we can observe a tortoise on the road. The tortoise is in black and green color.
/m/011k07,/m/011k07,bd494968ffb67f4a,"In the image, I can see a tall twice on a surface, the background of the image is blurred."
/m/011k07,/m/0120dh,bd494968ffb67f4a,"In the image, I can see a tall twice on a surface, the background of the image is blurred."
/m/011k07,/m/011k07,0c4e03d8a0fe0b99,this is an image clicked inside the water here I can see a tortoise and some fishes at the top of the image I can see a person's leg
/m/011k07,/m/0120dh,0c4e03d8a0fe0b99,this is an image clicked inside the water here I can see a tortoise and some fishes at the top of the image I can see a person's leg
/m/011k07,/m/011k07,4cc33a982e67cccc,"In this picture I can see the two turtles moving on the floor and there is a person holding it, there is Martin in the back."
/m/011k07,/m/0120dh,4cc33a982e67cccc,"In this picture I can see the two turtles moving on the floor and there is a person holding it, there is Martin in the back."
/m/011k07,/m/011k07,56902f57b0ff3efa,In this picture I can observe the head of a turtle. This turtle is in brown and white color. The background is blurred.
/m/011k07,/m/0120dh,56902f57b0ff3efa,In this picture I can observe the head of a turtle. This turtle is in brown and white color. The background is blurred.
/m/011k07,/m/011k07,44c89b2094b14a22,"In the center of the picture, there is a tortoise in water, in this picture, there is water, in the water, there are some objects."
/m/011k07,/m/0120dh,44c89b2094b14a22,"In the center of the picture, there is a tortoise in water, in this picture, there is water, in the water, there are some objects."
/m/011k07,/m/011k07,4b8555c17560a737,In this image we can see a tortoise on the surface. At the bottom of the image there is water.
/m/011k07,/m/0120dh,4b8555c17560a737,In this image we can see a tortoise on the surface. At the bottom of the image there is water.
/m/011k07,/m/011k07,ab99aa710d59ca21,"This image we can see a lady sitting near a fountain, there is a fountain in the image, there is a water on the image, there are many trees in the image, there is a tree in the image, there is a sculpture of a horse and a turtle in the image and a fish."
/m/011k07,/m/0120dh,ab99aa710d59ca21,"This image we can see a lady sitting near a fountain, there is a fountain in the image, there is a water on the image, there are many trees in the image, there is a tree in the image, there is a sculpture of a horse and a turtle in the image and a fish."
/m/011k07,/m/0dzct,ab99aa710d59ca21,"This image we can see a lady sitting near a fountain, there is a fountain in the image, there is a water on the image, there are many trees in the image, there is a tree in the image, there is a sculpture of a horse and a turtle in the image and a fish."
/m/011k07,/m/011k07,8c35313c41255a74,"On this platform, we can see a statue of tortoise."
/m/011k07,/m/011k07,ec0d65bec7c3da60,"in the center we can see one toy, in the background we can see sticks, leaves and few other objects."
/m/011k07,/m/011k07,344165f130a18bda,In this picture there is a tortoise
/m/011k07,/m/011k07,b87e2cda501b598e,"In this picture there is a tortoise on the rock, at the back there are rocks and there are plants at the bottom there is water."
/m/011k07,/m/011k07,144df30fd5bc6361,"As a mesh we can say there is a drawing of a turtle, there are labels."
/m/011k07,/m/011k07,e73e6611e7ac24ee,In this image we can see a total grass and 5.
/m/011k07,/m/011k07,f232ce3baf9835ce,this image we can see water on the left side there are stones on the right side there is a road on the stone there is a store toys
/m/011k07,/m/011k07,043d96bccd3b1efd,In the middle of the image there is a boar. In the background there is an aquarium. There are two tortoises and a few fishes in the aquarium. At the top of the image there are a few coral reefs in the aquarium.
/m/011k07,/m/0120dh,043d96bccd3b1efd,In the middle of the image there is a boar. In the background there is an aquarium. There are two tortoises and a few fishes in the aquarium. At the top of the image there are a few coral reefs in the aquarium.
/m/011k07,/m/0dzct,043d96bccd3b1efd,In the middle of the image there is a boar. In the background there is an aquarium. There are two tortoises and a few fishes in the aquarium. At the top of the image there are a few coral reefs in the aquarium.
/m/011k07,/m/011k07,8a610716a880a500,In this image I can see a reptile which is in brown colour on the mud.
/m/011k07,/m/011k07,064f96598526bbfd,In this image we can see a turtoise on the land. We can also see some grass.
/m/011k07,/m/011k07,498219204a044279,"Here we can see a group of people sitting on chairs, with food on the table present in front of them and there are other people standing here and there under the tent present and in the back we can see trees and plants present."
/m/011k07,/m/011k07,dd4f6c5885be2c54,In this picture we can see a turtle and a grass.
/m/011k07,/m/011k07,72abd05191a62e51,"On the right side of the image we can see a human hand holding a tortoise, background there is a road, on the road we can see yellow color lines."
/m/011k07,/m/011k07,67a837fafae35c5f,In this picture we can observe images of tortoise on the paper. We can observe two images. The tortoise is in green and black colour. We can observe some text on the paper.
/m/011k07,/m/011k07,0913f6c1fd5d0f2e,In this image there is a tortoise inside water body. This is the head.
/m/011k07,/m/011k07,7ebbe0ad07aa06c2,"In the middle of the middle you can see a sculpture, in the background you can see fangs, fupris, abalone, and apple."
/m/011k07,/m/011k07,09b8883899715bc2,In this image there is a top ties on the colorful cloth.
/m/011k07,/m/011k07,097cd9e82ea4c204,In this image I can see a Toto Ace which is a cream black and a brown in color and I can see the black colored background.
/m/011k07,/m/011k07,52d380a542a71e27,"There is a poster, there is an image of a turtle walking on this sand, there is water at the back, terinia is written on the top, matter is written at the bottom, there is a white background."
/m/011k07,/m/0120dh,52d380a542a71e27,"There is a poster, there is an image of a turtle walking on this sand, there is water at the back, terinia is written on the top, matter is written at the bottom, there is a white background."
/m/011k07,/m/011k07,acb797cdd686815b,In this image we can see a 7 number sticker on which group of turtles are designed.
/m/011k07,/m/0120dh,acb797cdd686815b,In this image we can see a 7 number sticker on which group of turtles are designed.
/m/011k07,/m/011k07,72a95d1f5218ba6f,picture there is a tortoise and there are fishers and there are leaves in the water and there is a maran plant in the water
/m/011k07,/m/0120dh,72a95d1f5218ba6f,picture there is a tortoise and there are fishers and there are leaves in the water and there is a maran plant in the water
/m/011k07,/m/011k07,107a8d9300e32e59,"In this picture, it looks like an animal behind an animal that is a blood background."
/m/011k07,/m/011k07,133e64272bc6914f,"In this image we can see a paper on which two tortoise, on which there are diagrams of two tortoise and with one tortoise in straight and other one is upside down and there is also text which is printed on it. And there is also text which is printed on the paper."
/m/011k07,/m/011k07,0fbac48bb5dac141,As we can see in the image there is a brown colour totes in water.
/m/011k07,/m/011k07,ec34568f627a8e12,"In this image I can see tortoise which is in brown, white and black color. It is inside the water. I can see green, grass background is in blue color."
/m/011k07,/m/011k07,274dd464135a8889,"In this image on the ground there are two tortoises, on the left there is a plant, in the background there are trees, boundary, in the ground there are grasses."
/m/011k07,/m/0120dh,274dd464135a8889,"In this image on the ground there are two tortoises, on the left there is a plant, in the background there are trees, boundary, in the ground there are grasses."
/m/011k07,/m/011k07,08bf008a5f5c8087,you can see the tortoise on the ground. This mistake may be during the day near the sandy beach.
/m/011k07,/m/011k07,1037bfa5039f771b,"Here we can see tortoises and grass background, there are drops and leaves."
/m/011k07,/m/011k07,c67eb26488dc7f70,"In this picture you can see a turtle, at the bottom there is water, you can see a stone here."
/m/011k07,/m/0120dh,c67eb26488dc7f70,"In this picture you can see a turtle, at the bottom there is water, you can see a stone here."
/m/011k07,/m/011k07,2b5e22c88aaed7e0,It's a dot that is truncated towards the top of the image.
/m/011k07,/m/0120dh,2b5e22c88aaed7e0,It's a dot that is truncated towards the top of the image.
/m/011k07,/m/011k07,c29c82f4723b5fc1,"It is a tortoise, the right side human is feeding it."
/m/011k07,/m/011k07,c9ad3dfc17ad8188,This picture is clicked outside in the folder and we can see water body and we can see the turtles on a bamboo and we can see the grass and plants and some objects.
/m/011k07,/m/011k07,491c712b9efb1218,"In this picture we can see two people smiling sitting on the wooden platform and in front of them we can see stones, totals on the ground and in the background we can see trees."
/m/011k07,/m/011k07,8349632172cbf500,this image is an art done on the paper with different color pencils at the bottom of the image there is a text in this image there are a few images of turtles and tortoise
/m/011k07,/m/0120dh,8349632172cbf500,this image is an art done on the paper with different color pencils at the bottom of the image there is a text in this image there are a few images of turtles and tortoise
/m/011k07,/m/011k07,193eb25db5045968,In this picture the red tortoise is standing on the rock and there are plants in the park there is a water.
/m/011k07,/m/0120dh,193eb25db5045968,In this picture the red tortoise is standing on the rock and there are plants in the park there is a water.
/m/011k07,/m/011k07,116eea7cc282e924,"image you can see some water in the water, the Tata is swimming."
/m/011k07,/m/011k07,5e98e84c9fc5c86d,"In this image there is a tortoise on the ground, there is grass on the ground, beside the tortoise there is cabbage."
/m/011k07,/m/011k07,d9d60b1746a425a6,"In this picture there are artificial animals behind the railing and there are boats, there is text on the boats and there are pictures of a cell phone and camera on the board at the bottom it looks like a grass, at the back it looks like a wall"
/m/011k07,/m/011k07,c7df4ec66ee2f5a7,"In this image, there's a tortoise and plants."
/m/011k07,/m/0120dh,c7df4ec66ee2f5a7,"In this image, there's a tortoise and plants."
/m/011k07,/m/011k07,b631bdd4008c09d8,"This picture contains the skeleton of a turtle, I think it is drawn on the paper in the background, it is cream in colour."
/m/011k07,/m/0120dh,b631bdd4008c09d8,"This picture contains the skeleton of a turtle, I think it is drawn on the paper in the background, it is cream in colour."
/m/011k07,/m/011k07,ff97077450fa240b,"In this image we can see turtle on the grass, background there is a blue view."
/m/011k07,/m/011k07,92f8febd9fbb4042,"There is a black and white image, in this image, there is a turtle on the black background."
/m/011k07,/m/0120dh,92f8febd9fbb4042,"There is a black and white image, in this image, there is a turtle on the black background."
/m/011k07,/m/011k07,a275f786daa19399,In this picture we can see a dot turn on the tree trunk and the trunk is in the water and on the water they are loose.
/m/011k07,/m/011k07,0ff6f3bfcd341085,picture might be taken from outside of the city and it is sunny in this image in the middle we can see a tortoise which is on the land on the left side we can also see some stones and plants in the background we can also see a water
/m/011k07,/m/011k07,00ef878326d8b8bc,"In this picture, I can see the depiction of two turtles and I see something is written on the bottom of this picture."
/m/011k07,/m/011k07,b5c1f401f9704621,In this image we can see total at the bottom there are stones and we can see peaks.
/m/011k07,/m/011k07,ed290a72fa2cdc90,in this image I can see the tortoise which is in black and brown color. It is on wooden sticks which are in brown and black color.
/m/011k07,/m/0120dh,ed290a72fa2cdc90,in this image I can see the tortoise which is in black and brown color. It is on wooden sticks which are in brown and black color.
/m/011k07,/m/011k07,0f0e56df7197eff9,"In this picture you can see some fishes under Trotel, you can see underwater environment. On the right side there are some stones."
/m/011k07,/m/0120dh,0f0e56df7197eff9,"In this picture you can see some fishes under Trotel, you can see underwater environment. On the right side there are some stones."
/m/011k07,/m/011k07,91a07246fd9792e4,"The center of the image is present at the bottom of the image, some text is there."
/m/011k07,/m/0120dh,91a07246fd9792e4,"The center of the image is present at the bottom of the image, some text is there."
/m/011k07,/m/011k07,13ef94e69e7ef14e,"In this image I can see few turtles in the water, I can also see few children and one more person in the center of this image."
/m/011k07,/m/011k07,a2321654fa8a7400,"This image consists of a paper, on this paper, I can see two images of turtoise. And also there are other images at the bottom of this image, I can see the text."
/m/011k07,/m/0120dh,a2321654fa8a7400,"This image consists of a paper, on this paper, I can see two images of turtoise. And also there are other images at the bottom of this image, I can see the text."
/m/011k07,/m/011k07,3ebed7348ba48b06,this image is taken under what they see in this image there is water and coral reefs and there are a few fishes in the middle of the island
/m/011k07,/m/0120dh,3ebed7348ba48b06,this image is taken under what they see in this image there is water and coral reefs and there are a few fishes in the middle of the island
/m/011k07,/m/011k07,f799b9a13fed65ae,"This image they are two women, this image there's a women wearing a bag, in this image they are sculptures of total towards the bottom of the image, this image there's a wall towards the right of the image, this image there's a wall towards the top of the image, this image they are pillars towards the left of the image."
/m/011k07,/m/011k07,45f69143b73bfb79,in the foreground a foot truck is there of blue in color on which stand is around which bottles and cans are kept in the left bottom a table is here on the top both side trees are visible and sky visible this is mistaken on the road during daytime
/m/011k07,/m/0120dh,45f69143b73bfb79,in the foreground a foot truck is there of blue in color on which stand is around which bottles and cans are kept in the left bottom a table is here on the top both side trees are visible and sky visible this is mistaken on the road during daytime
/m/011k07,/m/011k07,bce2caadd31a0151,In this image you can see a turtle in the water.
/m/011k07,/m/0120dh,bce2caadd31a0151,In this image you can see a turtle in the water.
/m/011k07,/m/011k07,94c7fa49c6e28ccf,In this image we can see a dot dash on this side and also the stones
/m/011k07,/m/0120dh,94c7fa49c6e28ccf,In this image we can see a dot dash on this side and also the stones
/m/011k07,/m/011k07,08b6378a703c4647,"In this image we can see turtles at the bottom, there are stones."
/m/011k07,/m/011k07,7c91bcf24aa98d3b,"In this image there is a tortoise behind a tortoise, there is a log."
/m/011k07,/m/0120dh,7c91bcf24aa98d3b,"In this image there is a tortoise behind a tortoise, there is a log."
/m/011k07,/m/011k07,5b11876eb1d6354a,"In the picture we can see inside the water with some water plants, rocks, stones and two turtles with some designs on it."
/m/011k07,/m/0120dh,5b11876eb1d6354a,"In the picture we can see inside the water with some water plants, rocks, stones and two turtles with some designs on it."
/m/011k07,/m/011k07,144e7282c872a5b8,"In this picture, there is a tower twice on the stone."
/m/011k07,/m/011k07,bae5f801859d8907,In this image I can see a tortoise in ash and yellow and black colour. I can see few stones and green plants. The sky is in blue colour.
/m/011k07,/m/011k07,6ddbe144f5aa08a7,In this picture we can observe a turtle swimming in the water. In the background there are some water bodies swimming in the water.
/m/011k07,/m/0120dh,6ddbe144f5aa08a7,In this picture we can observe a turtle swimming in the water. In the background there are some water bodies swimming in the water.
/m/011k07,/m/011k07,dde6a753f6342794,this picture contains a turtle which is in a black and a brown color at the bottom of picture we see a rock and this picture might be clicked in the zoo
/m/011k07,/m/011k07,8dde8db3249256ce,In this image I can see two tortoise which are on the branch of the tree. These are in ash color to the side I can see the water and the dried sticks and green leaves.
/m/011k07,/m/0120dh,8dde8db3249256ce,In this image I can see two tortoise which are on the branch of the tree. These are in ash color to the side I can see the water and the dried sticks and green leaves.
/m/011k07,/m/011k07,1340bfcb74ce157e,We can see a tortoise on the ground and we can also see stones.
/m/011k07,/m/0120dh,1340bfcb74ce157e,We can see a tortoise on the ground and we can also see stones.
/m/011k07,/m/011k07,0fd94006bc0a42fb,This picture we see the man in a white shirt is holding the turtle in his hand and it is opening its mouth in the background of we see the trees and this picture is blurred in the background.
/m/011k07,/m/011k07,326b9843bf8d6750,This image is taken outwards At the bottom of the image there is a ground with grass on it. There are a few dry leaves on the ground In the middle of the image there is a tortoise on the ground
/m/011k07,/m/011k07,51d03a9e5d2744c2,"In this image we can see the tortoise on the stone surface. In the background we can see plants, wood and object and skull."
/m/011k07,/m/0120dh,51d03a9e5d2744c2,"In this image we can see the tortoise on the stone surface. In the background we can see plants, wood and object and skull."
/m/011k07,/m/016m2d,51d03a9e5d2744c2,"In this image we can see the tortoise on the stone surface. In the background we can see plants, wood and object and skull."
/m/011k07,/m/011k07,9d8c3021525a9be4,in this picture I can see a turtle and a small turtle on it and a few plants in the water.
/m/011k07,/m/0120dh,9d8c3021525a9be4,in this picture I can see a turtle and a small turtle on it and a few plants in the water.
/m/011k07,/m/011k07,dee6a8c8c009d9c1,"in this picture i can see printed image i can see trees, few animals and couple of birds and i can see text at the bottom of the picture"
/m/011k07,/m/011k07,02fba6f09b06c3c2,"In this image we can see some Tattois on the stones, on the right side we can see some dried leaves on the water."
/m/011k07,/m/011k07,3d9c1c5265226fb0,"In the image, there are two torch toys in the water. The background of the image is blue in color."
/m/011k07,/m/0120dh,3d9c1c5265226fb0,"In the image, there are two torch toys in the water. The background of the image is blue in color."
/m/011k07,/m/011k07,345b9c5d38f188d8,This picture contains two turtles and these turtles are in water. This water might be the pond.
